Time,Area,Title
2008-01-15 5:30,강원도,제 01-22호 | 한파주의보 발표
2008-01-15 5:30,전국,제 01-50호 | 한파주의보 발표
2008-01-17 17:00,강원도,제 01-29호 | 한파주의보 해제
2008-01-17 17:00,전국,제 01-64호 | 한파주의보 해제
2008-01-23 17:00,서울·인천·경기도,제 01-19호 | 한파주의보 발표
2008-01-23 17:00,강원도,제 01-45호 | 한파주의보·풍랑주의보 발표
2008-01-23 17:00,전국,제 01-106호 | 한파주의보·풍랑주의보 발표
2008-01-25 11:00,서울·인천·경기도,제 01-21호 | 한파주의보 해제
2008-01-25 11:00,강원도,제 01-48호 | 한파주의보 해제
2008-01-25 11:00,전국,제 01-116호 | 한파주의보 해제
2008-02-24 2:00,부산·울산·경상남도,제 02-21호 | 한파주의보 발표
2008-02-24 2:00,전국,제 02-81호 | 한파주의보 발표
2008-02-25 9:00,부산·울산·경상남도,제 02-26호 | 한파주의보 해제·풍랑주의보 발표
2008-02-25 9:00,전국,제 02-88호 | 한파주의보 해제·풍랑주의보 발표
2008-11-29 1:00,강원도,제 11-3호 | 한파주의보 발표
2008-11-30 1:00,강원도,제 11-3호 | 한파주의보 발표
2008-11-30 1:00,부산·울산·경상남도,제 11-31호 | 한파주의보 발표
2008-11-30 1:00,강원도,제 11-34호 | 한파주의보 발표
2008-11-30 1:00,전국,제 11-107호 | 한파주의보 발표
2008-11-30 9:30,강원도,제 11-4호 | 한파주의보 해제
2008-11-30 9:30,부산·울산·경상남도,제 11-33호 | 한파주의보 해제
2008-11-30 9:30,강원도,제 11-36호 | 한파주의보 해제
2008-11-30 9:30,전국,제 11-110호 | 한파주의보 해제
2008-12-04 10:00,강원도,제 12-1호 | 한파주의보 발표
2008-12-04 10:00,강원도,제 12-1호 | 한파주의보 발표
2008-12-04 10:00,서울·인천·경기도,제 12-4호 | 한파주의보 발표
2008-12-04 10:00,전국,제 12-7호 | 한파주의보 발표
2008-12-04 17:00,대전·세종·충청남도,제 12-5호 | 한파주의보 발표
2008-12-04 17:00,전국,제 12-11호 | 강풍주의보·한파주의보·풍랑주의보 발표
2008-12-07 11:00,강원도,제 12-6호 | 한파주의보 해제
2008-12-07 11:00,서울·인천·경기도,제 12-7호 | 한파주의보 해제
2008-12-07 11:00,강원도,제 12-14호 | 한파주의보 해제
2008-12-07 11:00,대전·세종·충청남도,제 12-18호 | 한파주의보 해제
2008-12-07 11:00,전국,제 12-49호 | 한파주의보 해제
2008-12-25 16:30,강원도,제 12-15호 | 한파주의보 발표
2008-12-25 16:30,부산·울산·경상남도,제 12-26호 | 한파주의보·풍랑주의보 발표
2008-12-25 16:30,강원도,제 12-36호 | 한파주의보 발표
2008-12-25 16:30,광주·전라남도,제 12-44호 | 한파주의보 발표
2008-12-25 16:30,전국,제 12-111호 | 한파주의보·풍랑주의보 발표
2008-12-25 17:00,강원도,제 12-15호 | 한파주의보 발표
2008-12-27 17:00,강원도,제 12-16호 | 한파주의보 해제 발표
2008-12-27 17:00,부산·울산·경상남도,제 12-32호 | 한파주의보 해제·건조주의보 발표
2008-12-27 17:00,강원도,제 12-42호 | 한파주의보 해제
2008-12-27 17:00,광주·전라남도,제 12-47호 | 한파주의보 해제·건조주의보 발표
2008-12-27 17:00,전국,제 12-119호 | 한파주의보 해제·건조주의보 발표
2009-01-14 22:00,전라북도,제 01-25호 | 한파주의보 발표
2009-01-14 22:00,광주·전라남도,제 01-47호 | 한파주의보 발표
2009-01-14 22:00,전국,제 01-97호 | 한파주의보 발표
2009-01-15 4:00,전라북도,제 01-26호 | 한파주의보 발표
2009-01-15 4:00,광주·전라남도,제 01-48호 | 강풍주의보 해제·한파주의보 발표·풍랑주의보 해제
2009-01-15 4:00,전국,제 01-99호 | 강풍주의보 해제·한파주의보 발표·건조경보 대치·풍랑주의보 해제
2009-01-15 5:00,대전·세종·충청남도,제 01-15호 | 한파주의보 발표
2009-01-15 5:00,전국,제 01-100호 | 한파주의보 발표
2009-01-15 6:25,전라북도,제 01-27호 | 한파주의보 발표
2009-01-15 6:25,광주·전라남도,제 01-49호 | 한파주의보 발표
2009-01-15 6:25,전국,제 01-101호 | 한파주의보 발표
2009-01-15 6:30,전라북도,제 01-27호 | 한파주의보 발표
2009-01-15 16:30,대전·세종·충청남도,제 01-16호 | 한파주의보 해제
2009-01-15 16:30,전라북도,제 01-28호 | 한파주의보 해제
2009-01-15 16:30,광주·전라남도,제 01-50호 | 한파주의보 해제
2009-01-15 16:30,전국,제 01-103호 | 한파주의보 해제·건조주의보 발표
2009-01-22 16:30,서울·인천·경기도,제 01-8호 | 한파주의보 발표
2009-01-22 16:30,전국,제 01-114호 | 한파주의보 발표
2009-01-23 16:30,대구·경상북도,제 01-17호 | 한파주의보 발표
2009-01-23 16:30,부산·울산·경상남도,제 01-39호 | 한파주의보 발표
2009-01-23 16:30,전국,제 01-130호 | 한파주의보 발표·풍랑주의보 대치
2009-01-23 17:00,대구·경상북도,제 01-17호 | 한파주의보 발표
2009-01-25 15:00,서울·인천·경기도,제 01-19호 | 한파주의보·대설주의보 해제
2009-01-25 15:00,부산·울산·경상남도,제 01-45호 | 한파주의보 해제
2009-01-25 15:00,전국,제 01-158호 | 한파주의보·대설주의보 해제
2009-02-15 16:30,강원도,제 02-1호 | 한파주의보 발표
2009-02-15 16:30,서울·인천·경기도,제 02-6호 | 한파주의보 발표
2009-02-15 16:30,강원도,제 02-14호 | 한파주의보 발표
2009-02-15 16:30,전국,제 02-33호 | 한파주의보 발표
2009-02-18 9:00,강원도,제 02-2호 | 한파주의보 해제
2009-02-18 9:00,서울·인천·경기도,제 02-7호 | 한파주의보 해제
2009-02-18 9:00,강원도,제 02-21호 | 한파주의보 해제
2009-02-18 9:00,전국,제 02-45호 | 한파주의보 해제
2009-02-20 16:30,충청북도,제 02-3호 | 한파주의보 발표
2009-02-20 16:30,강원도,제 02-6호 | 황사주의보 대치 및 한파주의보 발표
2009-02-20 16:30,대전·세종·충청남도,제 02-13호 | 한파주의보 발표·황사주의보 대치
2009-02-20 16:30,충청북도,제 02-14호 | 한파주의보 발표
2009-02-20 16:30,대구·경상북도,제 02-18호 | 한파주의보
2009-02-20 16:30,강원도,제 02-25호 | 한파주의보 발표·황사주의보 대치
2009-02-20 16:30,부산·울산·경상남도,제 02-29호 | 한파주의보 발표
2009-02-20 16:30,전국,제 02-65호 | 한파주의보 발표·황사경보 해제·황사주의보 대치
2009-02-21 10:30,충청북도,제 02-7호 | 한파주의보 해제
2009-02-21 10:30,강원도,제 02-8호 | 한파주의보 해제
2009-02-21 10:30,대전·세종·충청남도,제 02-17호 | 한파주의보 해제
2009-02-21 10:30,대구·경상북도,제 02-21호 | 한파주의보 해제
2009-02-21 10:30,강원도,제 02-28호 | 강풍주의보·한파주의보·풍랑주의보 해제
2009-02-21 10:30,부산·울산·경상남도,제 02-33호 | 한파주의보·풍랑주의보 해제
2009-02-21 10:30,전국,제 02-70호 | 강풍주의보·한파주의보·풍랑주의보 해제
2009-03-13 16:00,서울·인천·경기도,제 03-8호 | 강풍주의보·한파주의보 발표
2009-03-13 16:00,전라북도,제 03-8호 | 한파주의보 발표
2009-03-13 16:00,충청북도,제 03-9호 | 한파주의보 발표
2009-03-13 16:00,대전·세종·충청남도,제 03-16호 | 강풍주의보·한파주의보 발표
2009-03-13 16:00,광주·전라남도,제 03-18호 | 한파주의보 발표
2009-03-13 16:00,부산·울산·경상남도,제 03-23호 | 한파주의보 발표
2009-03-13 16:00,전국,제 03-61호 | 강풍주의보·한파주의보 발표
2009-03-13 17:00,전라북도,제 03-8호 | 한파주의보 발표
2009-03-13 21:00,강원도,제 03-5호 | 한파주의보 발표
2009-03-13 21:00,서울·인천·경기도,제 03-9호 | 한파주의보 발표
2009-03-13 21:00,충청북도,제 03-10호 | 한파주의보 발표
2009-03-13 21:00,전라북도,제 03-10호 | 한파주의보 발표
2009-03-13 21:00,제주도,제 03-16호 | 한파주의보 발표
2009-03-13 21:00,대전·세종·충청남도,제 03-17호 | 한파주의보 발표
2009-03-13 21:00,강원도,제 03-19호 | 한파주의보 발표
2009-03-13 21:00,광주·전라남도,제 03-20호 | 한파주의보 발표
2009-03-13 21:00,전국,제 03-63호 | 한파주의보 발표
2009-03-14 7:30,강원도,제 03-6호 | 한파주의보 해제
2009-03-14 7:40,강원도,제 03-6호 | 한파주의보 해제
2009-03-14 10:30,서울·인천·경기도,제 03-10호 | 강풍주의보·한파주의보 해제·건조주의보 발표
2009-03-14 10:30,충청북도,제 03-11호 | 한파주의보 해제
2009-03-14 10:30,제주도,제 03-17호 | 강풍주의보·한파주의보 해제
2009-03-14 10:30,대전·세종·충청남도,제 03-18호 | 강풍주의보·한파주의보 해제
2009-03-15 7:00,전라북도,제 03-12호 | 한파주의보 해제
2009-03-15 7:30,강원도,제 03-6호 | 한파주의보 해제
2009-03-15 7:30,전라북도,제 03-12호 | 한파주의보 해제
2009-03-15 7:30,강원도,제 03-22호 | 한파주의보 해제
2009-03-15 7:30,광주·전라남도,제 03-22호 | 한파주의보 해제
2009-03-15 7:30,부산·울산·경상남도,제 03-28호 | 한파주의보 해제
2009-03-15 7:30,전국,제 03-69호 | 한파주의보 해제
2009-03-22 16:00,전라북도,제 03-16호 | 한파주의보 발표
2009-03-22 16:00,서울·인천·경기도,제 03-17호 | 한파주의보 발표
2009-03-22 16:00,광주·전라남도,제 03-36호 | 한파주의보 발표
2009-03-22 16:00,부산·울산·경상남도,제 03-49호 | 한파주의보 발표
2009-03-22 16:00,전국,제 03-116호 | 강풍주의보·한파주의보 발표
2009-03-25 9:00,서울·인천·경기도,제 03-18호 | 한파주의보 해제
2009-03-25 9:00,광주·전라남도,제 03-39호 | 한파주의보 해제
2009-03-25 9:00,부산·울산·경상남도,제 03-53호 | 한파주의보 해제
2009-03-25 9:00,전국,제 03-123호 | 한파주의보 해제
2009-11-01 16:00,강원도,제 11-1호 | 한파주의보 발표
2009-11-01 16:00,충청북도,제 11-1호 | 한파주의보 발표
2009-11-01 16:00,전라북도,제 11-2호 | 강풍주의보·한파주의보 발표
2009-11-01 16:00,대전·세종·충청남도,제 11-3호 | 한파주의보 발표
2009-11-01 16:00,광주·전라남도,제 11-3호 | 한파주의보 발표
2009-11-01 22:00,전국,제 11-7호 | 한파주의보 발표
2009-11-02 5:00,서울·인천·경기도,제 11-1호 | 한파주의보 발표
2009-11-02 16:30,전국,제 11-18호 | 한파주의보 발표
2009-11-03 11:00,서울·인천·경기도,제 11-2호 | 한파주의보 해제
2009-11-03 11:00,충청북도,제 11-2호 | 한파주의보 해제
2009-11-03 11:00,전라북도,제 11-5호 | 한파주의보 해제
2009-11-03 11:00,대전·세종·충청남도,제 11-6호 | 한파주의보 해제
2009-11-03 11:00,강원도,제 11-7호 | 한파주의보 해제
2009-11-03 11:00,광주·전라남도,제 11-7호 | 한파주의보 해제
2009-11-03 11:00,전국,제 11-20호 | 한파주의보·풍랑주의보 해제
2009-11-14 16:00,강원도,제 11-10호 | 한파주의보 발표
2009-11-14 16:00,전국,제 11-73호 | 한파주의보 발표
2009-11-18 9:00,강원도,제 11-13호 | 한파주의보 해제
2009-11-18 9:00,전국,제 11-90호 | 한파주의보 해제
2009-12-05 16:00,전국,제 12-20호 | 강풍경보 대치·한파주의보 발표·풍랑경보 대치
2009-12-07 4:00,전국,제 12-27호 | 한파주의보 해제·건조주의보 발표
2009-12-30 9:00,서울·인천·경기도,제 12-7호 | 한파주의보 발표
2009-12-30 9:00,충청북도,제 12-11호 | 한파주의보 발표
2009-12-30 9:00,강원도,제 12-12호 | 한파주의보 발표
2009-12-30 9:00,대전·세종·충청남도,제 12-22호 | 한파주의보 발표
2009-12-30 16:00,강원도,제 12-42호 | 한파주의보·풍랑주의보 발표
2009-12-31 22:00,전라북도,제 12-36호 | 한파주의보 발표
2009-12-31 22:00,전국,제 12-146호 | 강풍주의보 해제·한파주의보 발표·풍랑주의보 해제
2010-01-01 11:00,서울·인천·경기도,제 01-1호 | 한파주의보 해제
2010-01-01 11:00,충청북도,제 01-1호 | 한파주의보 해제
2010-01-01 11:00,대전·세종·충청남도,제 01-1호 | 한파주의보 해제
2010-01-01 11:00,전라북도,제 01-1호 | 한파주의보 해제
2010-01-01 11:00,강원도,제 01-2호 | 한파주의보 해제
2010-01-01 11:00,강원도,제 01-2호 | 한파주의보 해제
2010-01-01 11:00,전국,제 01-2호 | 한파주의보 해제
2010-01-21 10:00,충청북도,제 01-8호 | 한파주의보 발표
2010-01-21 10:00,강원도,제 01-17호 | 한파주의보 발표·대설주의보 해제
2010-01-21 10:00,전국,제 01-105호 | 한파주의보 발표·대설주의보 해제
2010-01-21 16:00,전국,제 01-108호 | 한파주의보 발표·풍랑주의보 대치
2010-01-23 8:40,충청북도,제 01-9호 | 한파주의보 해제
2010-01-23 8:40,강원도,제 01-18호 | 한파주의보 해제
2010-01-23 8:40,전국,제 01-121호 | 한파주의보·풍랑주의보 해제·대설주의보 발표
2010-10-25 16:00,강원도,제 10-1호 | 한파주의보 발표
2010-10-25 16:00,서울·인천·경기도,제 10-1호 | 한파주의보 발표
2010-10-25 16:00,충청북도,제 10-1호 | 한파주의보 발표
2010-10-25 16:00,서울·인천·경기도,제 10-5호 | 한파주의보 발표
2010-10-25 16:00,전라북도,제 10-5호 | 한파주의보 발표
2010-10-25 16:00,대전·세종·충청남도,제 10-6호 | 한파주의보 발표
2010-10-25 16:00,대구·경상북도,제 10-6호 | 한파주의보 발표
2010-10-25 16:00,강원도,제 10-8호 | 한파주의보 발표
2010-10-25 16:00,광주·전라남도,제 10-10호 | 한파주의보 발표
2010-10-25 16:00,부산·울산·경상남도,제 10-12호 | 한파주의보 발표
2010-10-28 10:00,강원도,제 10-2호 | 한파주의보 해제
2010-10-28 10:00,충청북도,제 10-2호 | 한파주의보 해제
2010-10-28 10:00,서울·인천·경기도,제 10-3호 | 한파주의보 해제
2010-10-28 10:00,전라북도,제 10-9호 | 한파주의보 해제
2010-10-28 10:00,서울·인천·경기도,제 10-11호 | 한파주의보 해제
2010-10-28 10:00,대전·세종·충청남도,제 10-11호 | 한파주의보 해제
2010-10-28 10:00,대구·경상북도,제 10-12호 | 한파주의보 해제
2010-10-28 10:00,강원도,제 10-14호 | 한파주의보 해제
2010-10-28 10:00,광주·전라남도,제 10-19호 | 한파주의보 해제
2010-10-28 10:00,부산·울산·경상남도,제 10-21호 | 한파주의보 해제
2010-10-28 10:00,전국,제 10-48호 | 한파주의보 해제
2010-11-08 16:00,강원도,제 11-1호 | 한파주의보 발표
2010-11-08 16:00,강원도,제 11-9호 | 한파주의보·풍랑주의보 발표
2010-11-10 11:00,강원도,제 11-2호 | 한파주의보 해제
2010-11-10 11:00,강원도,제 11-12호 | 한파주의보·풍랑주의보 해제
2010-11-10 11:00,전국,제 11-24호 | 한파주의보·풍랑주의보 해제
2010-11-25 16:00,강원도,제 11-29호 | 한파주의보 발표
2010-11-25 16:00,전국,제 11-66호 | 한파주의보 발표
2010-11-26 11:00,강원도,제 11-30호 | 한파주의보 해제
2010-11-26 11:00,전국,제 11-67호 | 한파주의보 해제
2010-12-06 16:00,강원도,제 12-1호 | 한파주의보 발표
2010-12-06 16:00,충청북도,제 12-3호 | 한파주의보 발표
2010-12-06 16:00,대전·세종·충청남도,제 12-7호 | 한파주의보 발표
2010-12-06 16:00,전라북도,제 12-8호 | 한파주의보 발표
2010-12-06 16:00,서울·인천·경기도,제 12-9호 | 강풍주의보·한파주의보 발표
2010-12-06 16:00,전국,제 12-26호 | 강풍주의보·한파주의보 발표
2010-12-07 14:00,강원도,제 12-2호 | 한파주의보 해제
2010-12-07 14:00,충청북도,제 12-4호 | 한파주의보 해제
2010-12-07 14:00,대전·세종·충청남도,제 12-9호 | 한파주의보 해제
2010-12-07 14:00,전라북도,제 12-10호 | 한파주의보 해제
2010-12-07 14:00,서울·인천·경기도,제 12-11호 | 한파주의보 해제
2010-12-07 14:00,전국,제 12-33호 | 강풍주의보·한파주의보·풍랑주의보 해제
2010-12-11 16:00,강원도,제 12-9호 | 한파주의보 발표
2010-12-11 16:00,충청북도,제 12-10호 | 한파주의보 발표
2010-12-11 16:00,대구·경상북도,제 12-16호 | 강풍주의보 해제·한파주의보 발표
2010-12-11 16:00,대전·세종·충청남도,제 12-18호 | 한파주의보 발표
2010-12-11 16:00,부산·울산·경상남도,제 12-18호 | 한파주의보 발표·풍랑주의보 해제
2010-12-11 16:00,전라북도,제 12-19호 | 한파주의보 발표
2010-12-11 16:00,광주·전라남도,제 12-22호 | 한파주의보 발표
2010-12-11 16:00,강원도,제 12-26호 | 강풍주의보 해제·한파주의보 발표·풍랑주의보 해제
2010-12-12 14:00,강원도,제 12-10호 | 한파주의보 해제
2010-12-12 14:00,충청북도,제 12-11호 | 한파주의보 해제
2010-12-12 14:00,대구·경상북도,제 12-18호 | 한파주의보 해제
2010-12-12 14:00,대전·세종·충청남도,제 12-19호 | 한파주의보 해제
2010-12-12 14:00,전라북도,제 12-20호 | 한파주의보 해제
2010-12-12 14:00,부산·울산·경상남도,제 12-21호 | 한파주의보 해제
2010-12-12 14:00,광주·전라남도,제 12-23호 | 한파주의보 해제
2010-12-12 14:00,강원도,제 12-29호 | 한파주의보 해제
2010-12-12 14:00,전국,제 12-61호 | 한파주의보 해제
2010-12-14 4:00,서울·인천·경기도,제 12-5호 | 한파주의보 발표
2010-12-14 4:00,강원도,제 12-11호 | 한파주의보 발표
2010-12-14 4:00,충청북도,제 12-12호 | 한파주의보 발표
2010-12-14 4:00,서울·인천·경기도,제 12-24호 | 한파주의보 발표
2010-12-14 4:00,강원도,제 12-34호 | 한파경보·한파주의보·풍랑주의보 발표
2010-12-14 16:00,대전·세종·충청남도,제 12-22호 | 한파주의보 발표
2010-12-14 16:00,전라북도,제 12-22호 | 한파주의보 발표
2010-12-14 16:00,대구·경상북도,제 12-23호 | 강풍주의보·한파주의보 발표
2010-12-14 16:00,부산·울산·경상남도,제 12-29호 | 한파주의보 발표
2010-12-14 16:00,강원도,제 12-36호 | 강풍주의보·한파주의보 발표
2010-12-14 16:00,전국,제 12-76호 | 강풍주의보·한파주의보 발표
2010-12-16 16:00,서울·인천·경기도,제 12-7호 | 한파주의보 해제
2010-12-16 16:00,강원도,제 12-12호 | 한파주의보 해제
2010-12-16 16:00,충청북도,제 12-13호 | 한파주의보 해제
2010-12-16 16:00,대전·세종·충청남도,제 12-27호 | 한파주의보 해제
2010-12-16 16:00,대구·경상북도,제 12-27호 | 한파주의보 해제
2010-12-16 16:00,전라북도,제 12-28호 | 한파주의보 해제
2010-12-16 16:00,서울·인천·경기도,제 12-30호 | 한파주의보 해제
2010-12-16 16:00,부산·울산·경상남도,제 12-34호 | 한파주의보 해제
2010-12-16 16:00,강원도,제 12-44호 | 한파주의보 해제·한파주의보 대치
2010-12-16 16:00,전국,제 12-94호 | 한파주의보 해제·한파주의보 대치
2010-12-17 11:00,강원도,제 12-13호 | 한파주의보 해제
2010-12-17 11:00,충청북도,제 12-14호 | 한파주의보 해제
2010-12-17 11:00,대구·경상북도,제 12-28호 | 한파주의보·건조주의보 해제
2010-12-17 11:00,강원도,제 12-46호 | 한파주의보·건조경보·건조주의보 해제·대설주의보 발표
2010-12-17 11:00,전국,제 12-99호 | 한파주의보·건조경보·건조주의보 해제·대설주의보 발표
2010-12-23 16:30,서울·인천·경기도,제 12-9호 | 한파주의보 발표
2010-12-23 16:30,강원도,제 12-14호 | 한파경보·한파주의보 발표
2010-12-23 16:30,충청북도,제 12-15호 | 한파주의보 발표
2010-12-23 16:30,대전·세종·충청남도,제 12-30호 | 한파주의보 발표
2010-12-23 16:30,대구·경상북도,제 12-33호 | 한파주의보 발표
2010-12-23 16:30,서울·인천·경기도,제 12-35호 | 한파경보·한파주의보 발표
2010-12-23 16:30,강원도,제 12-52호 | 강풍주의보·한파경보·한파주의보·건조주의보·풍랑주의보 발표
2010-12-24 16:30,서울·인천·경기도,제 12-10호 | 한파경보 대치
2010-12-24 16:30,강원도,제 12-15호 | 한파경보 대치
2010-12-24 16:30,충청북도,제 12-16호 | 한파경보 대치
2010-12-24 16:30,대전·세종·충청남도,제 12-31호 | 한파주의보 발표
2010-12-24 16:30,전라북도,제 12-31호 | 한파주의보 발표
2010-12-24 16:30,서울·인천·경기도,제 12-36호 | 한파경보 대치
2010-12-24 16:30,대구·경상북도,제 12-36호 | 한파경보 대치
2010-12-24 16:30,부산·울산·경상남도,제 12-41호 | 한파주의보 발표·풍랑경보 대치
2010-12-24 16:30,강원도,제 12-55호 | 한파경보 대치
2010-12-25 10:50,서울·인천·경기도,제 12-11호 | 한파주의보 대치
2010-12-25 10:50,강원도,제 12-16호 | 한파주의보 대치
2010-12-25 10:50,충청북도,제 12-17호 | 한파주의보 대치
2010-12-25 10:50,대전·세종·충청남도,제 12-33호 | 한파주의보 해제
2010-12-25 10:50,전라북도,제 12-35호 | 한파주의보·대설주의보 해제
2010-12-25 10:50,대구·경상북도,제 12-39호 | 한파주의보 해제
2010-12-25 10:50,서울·인천·경기도,제 12-40호 | 한파주의보 대치
2010-12-25 10:50,강원도,제 12-58호 | 한파주의보 해제·한파주의보 대치
2010-12-26 16:00,강원도,제 12-17호 | 한파주의보 대치
2010-12-26 16:00,강원도,제 12-60호 | 한파주의보 대치
2010-12-26 16:50,대구·경상북도,제 12-40호 | 한파주의보 대치
2010-12-26 16:50,전국,제 12-141호 | 한파주의보 대치
2010-12-26 21:30,대전·세종·충청남도,제 12-42호 | 한파주의보·대설주의보 발표
2010-12-27 10:30,서울·인천·경기도,제 12-12호 | 한파주의보 해제
2010-12-27 10:30,강원도,제 12-18호 | 한파주의보 해제
2010-12-27 10:30,충청북도,제 12-20호 | 한파주의보 해제
2010-12-27 10:30,대구·경상북도,제 12-43호 | 강풍주의보·한파주의보 해제
2010-12-27 10:30,서울·인천·경기도,제 12-44호 | 한파주의보 해제
2010-12-27 10:30,대전·세종·충청남도,제 12-47호 | 한파주의보 해제
2010-12-27 10:30,부산·울산·경상남도,제 12-48호 | 한파주의보·풍랑주의보 해제
2010-12-27 10:30,강원도,제 12-62호 | 한파주의보 해제
2010-12-30 16:00,서울·인천·경기도,제 12-17호 | 한파주의보 발표
2010-12-30 16:00,강원도,제 12-27호 | 한파주의보 발표
2010-12-30 16:00,충청북도,제 12-28호 | 한파주의보 발표
2010-12-30 16:00,서울·인천·경기도,제 12-56호 | 한파경보·한파주의보 발표
2010-12-30 16:00,대구·경상북도,제 12-56호 | 한파주의보 발표
2010-12-30 16:00,강원도,제 12-76호 | 한파경보·한파주의보 발표
2010-12-30 23:00,대전·세종·충청남도,제 12-57호 | 한파주의보 발표
2010-12-30 23:00,전국,제 12-206호 | 한파주의보 발표·풍랑경보 대치
2010-12-31 16:00,강원도,제 12-28호 | 한파경보 대치
2010-12-31 16:00,충청북도,제 12-29호 | 한파경보 대치·한파주의보 발표
2010-12-31 16:00,대구·경상북도,제 12-57호 | 한파주의보 발표
2010-12-31 16:00,대전·세종·충청남도,제 12-60호 | 한파경보 대치·한파주의보 발표
2010-12-31 16:00,서울·인천·경기도,제 12-61호 | 한파경보 대치
2010-12-31 16:00,강원도,제 12-79호 | 한파경보·풍랑경보 대치
2010-12-31 16:00,전국,제 12-217호 | 한파경보 대치·한파주의보 발표·풍랑경보 대치·풍랑주의보 발표
2011-01-01 15:00,대전·세종·충청남도,제 01-2호 | 한파경보 대치·한파주의보 발표
2011-01-01 15:00,전라북도,제 01-3호 | 한파주의보 발표
2011-01-01 15:00,강원도,제 01-7호 | 강풍주의보·한파경보 대치
2011-01-01 15:00,광주·전라남도,제 01-7호 | 한파주의보 발표
2011-01-01 15:00,전국,제 01-11호 | 강풍주의보 대치·강풍주의보 해제·한파경보 대치·한파주의보 발표·풍랑경보 대치
2011-01-02 11:00,충청북도,제 01-1호 | 한파주의보 대치
2011-01-02 11:00,강원도,제 01-10호 | 한파주의보 대치
2011-01-02 11:00,전국,제 01-17호 | 한파주의보 대치·풍랑주의보 해제·풍랑주의보 대치
2011-01-02 17:00,대전·세종·충청남도,제 01-3호 | 한파주의보 해제·한파주의보 대치
2011-01-02 17:00,전국,제 01-20호 | 한파주의보 대치·한파주의보·풍랑주의보 해제
2011-01-03 10:30,강원도,제 01-1호 | 한파경보·한파주의보 해제·한파주의보 대치
2011-01-03 10:30,서울·인천·경기도,제 01-1호 | 한파주의보 해제
2011-01-03 10:30,서울·인천·경기도,제 01-2호 | 한파주의보 해제·한파주의보 대치
2011-01-03 10:30,충청북도,제 01-2호 | 한파주의보 해제
2011-01-03 10:30,대전·세종·충청남도,제 01-4호 | 한파주의보 해제
2011-01-03 10:30,전라북도,제 01-4호 | 한파주의보 해제
2011-01-03 10:30,광주·전라남도,제 01-9호 | 한파주의보 해제
2011-01-03 10:30,대구·경상북도,제 01-10호 | 한파주의보 해제
2011-01-03 10:30,강원도,제 01-20호 | 한파경보·한파주의보·대설경보 해제
2011-01-03 10:30,전국,제 01-28호 | 한파경보·한파주의보 해제·한파주의보 대치·대설경보 해제
2011-01-04 10:30,서울·인천·경기도,제 01-3호 | 한파주의보 해제
2011-01-04 10:30,충청북도,제 01-3호 | 한파주의보 해제
2011-01-04 10:30,대전·세종·충청남도,제 01-5호 | 한파주의보 해제
2011-01-04 10:30,전라북도,제 01-5호 | 한파주의보 해제
2011-01-04 10:30,전국,제 01-42호 | 한파주의보 해제
2011-01-04 16:30,강원도,제 01-2호 | 한파주의보 발표
2011-01-04 16:30,강원도,제 01-23호 | 한파주의보 발표
2011-01-04 16:30,전국,제 01-44호 | 강풍주의보 해제·한파주의보 발표·풍랑주의보 해제
2011-01-05 16:00,서울·인천·경기도,제 01-2호 | 한파주의보 발표
2011-01-05 16:00,강원도,제 01-3호 | 한파경보 대치·한파주의보 발표
2011-01-05 16:00,서울·인천·경기도,제 01-4호 | 강풍주의보 발표·한파경보 대치·한파주의보·풍랑주의보 발표
2011-01-05 16:00,충청북도,제 01-4호 | 한파주의보 발표
2011-01-05 16:00,대전·세종·충청남도,제 01-6호 | 한파주의보·풍랑주의보 발표
2011-01-05 16:00,대구·경상북도,제 01-18호 | 한파주의보 발표
2011-01-05 16:00,강원도,제 01-25호 | 한파경보 대치·한파주의보 발표
2011-01-05 16:00,전국,제 01-46호 | 강풍주의보 발표·한파경보 대치·한파주의보·풍랑주의보 발표
2011-01-06 16:00,강원도,제 01-4호 | 한파경보 대치
2011-01-06 16:00,충청북도,제 01-5호 | 한파경보 대치·한파주의보 발표
2011-01-06 16:00,대전·세종·충청남도,제 01-7호 | 한파주의보 발표
2011-01-06 16:00,전라북도,제 01-7호 | 한파주의보 발표
2011-01-06 16:00,부산·울산·경상남도,제 01-16호 | 한파주의보 발표
2011-01-06 16:00,강원도,제 01-28호 | 한파경보 대치
2011-01-06 16:00,전국,제 01-53호 | 한파경보 대치·한파주의보 발표
2011-01-07 10:30,서울·인천·경기도,제 01-3호 | 한파주의보 해제
2011-01-07 10:30,강원도,제 01-5호 | 한파주의보 대치
2011-01-07 10:30,서울·인천·경기도,제 01-6호 | 한파주의보 해제·한파주의보 대치
2011-01-07 10:30,강원도,제 01-32호 | 한파주의보 대치
2011-01-07 10:30,전국,제 01-57호 | 한파주의보 해제·한파주의보 대치
2011-01-07 16:00,강원도,제 01-6호 | 한파경보 대치
2011-01-07 16:00,충청북도,제 01-6호 | 한파경보 대치
2011-01-07 16:00,대전·세종·충청남도,제 01-9호 | 한파주의보 발표
2011-01-07 16:00,부산·울산·경상남도,제 01-18호 | 한파주의보 발표
2011-01-07 16:00,대구·경상북도,제 01-21호 | 한파경보 대치
2011-01-07 16:00,강원도,제 01-34호 | 한파경보 대치
2011-01-07 16:00,전국,제 01-59호 | 한파경보 대치·한파주의보 발표
