date,Year,Month,heatindex
19900816,1990 여름,8,24.21
19900817,1990 여름,8,24.91
19900818,1990 여름,8,25.87
19900819,1990 여름,8,24.87
19900820,1990 여름,8,24.41
19900821,1990 여름,8,23.65
19900822,1990 여름,8,26.51
19900823,1990 여름,8,24.92
19900824,1990 여름,8,25.63
19900825,1990 여름,8,25.49
19900826,1990 여름,8,25.85
19900827,1990 여름,8,28.92
19900828,1990 여름,8,28.79
19900829,1990 여름,8,26.54
19900830,1990 여름,8,26.42
19900831,1990 여름,8,22.36
19910601,1991 여름,6,19.8
19910602,1991 여름,6,21.53
19910603,1991 여름,6,20.53
19910604,1991 여름,6,20.28
19910605,1991 여름,6,21.07
19910606,1991 여름,6,22.8
19910607,1991 여름,6,24.19
19910608,1991 여름,6,24.39
19910609,1991 여름,6,21.95
19910610,1991 여름,6,22.33
19910611,1991 여름,6,22.29
19910612,1991 여름,6,21.15
19910613,1991 여름,6,21.42
19910614,1991 여름,6,23.7
19910615,1991 여름,6,25.31
19910616,1991 여름,6,24.61
19910617,1991 여름,6,22.18
19910618,1991 여름,6,22.79
19910619,1991 여름,6,22.52
19910620,1991 여름,6,21.08
19910621,1991 여름,6,22.02
19910622,1991 여름,6,23.18
19910623,1991 여름,6,24.18
19910624,1991 여름,6,23.3
19910625,1991 여름,6,24.67
19910626,1991 여름,6,23.3
19910627,1991 여름,6,23.95
19910628,1991 여름,6,26.01
19910629,1991 여름,6,23.29
19910630,1991 여름,6,24.03
19910701,1991 여름,7,22.78
19910702,1991 여름,7,24.14
19910703,1991 여름,7,25.51
19910704,1991 여름,7,28.3
19910705,1991 여름,7,25.85
19910706,1991 여름,7,25.32
19910707,1991 여름,7,21.55
19910708,1991 여름,7,22.08
19910709,1991 여름,7,22.04
19910710,1991 여름,7,23.63
19910711,1991 여름,7,22.73
19910712,1991 여름,7,24.2
19910713,1991 여름,7,24.57
19910714,1991 여름,7,25.12
19910715,1991 여름,7,23
19910716,1991 여름,7,23.76
19910717,1991 여름,7,24.8
19910718,1991 여름,7,25.64
19910719,1991 여름,7,24.87
19910720,1991 여름,7,24.52
19910721,1991 여름,7,24.35
19910722,1991 여름,7,26
19910723,1991 여름,7,24.96
19910724,1991 여름,7,24.68
19910725,1991 여름,7,22.06
19910726,1991 여름,7,23.82
19910727,1991 여름,7,25.45
19910728,1991 여름,7,30.25
19910729,1991 여름,7,29.61
19910730,1991 여름,7,25.14
19910731,1991 여름,7,25.51
19910801,1991 여름,8,29.61
19910802,1991 여름,8,22.45
19910803,1991 여름,8,24.46
19910804,1991 여름,8,23.62
19910805,1991 여름,8,24.19
19910806,1991 여름,8,23.35
19910807,1991 여름,8,23.77
19910808,1991 여름,8,25.65
19910809,1991 여름,8,23.2
19910810,1991 여름,8,25.13
19910811,1991 여름,8,25.8
19910812,1991 여름,8,26.23
19910813,1991 여름,8,30.2
19910814,1991 여름,8,32.66
19910815,1991 여름,8,33.08
19910816,1991 여름,8,30.75
19910817,1991 여름,8,30.56
19910818,1991 여름,8,30.6
19910819,1991 여름,8,30.28
19910820,1991 여름,8,32.83
19910821,1991 여름,8,29.36
19910822,1991 여름,8,26.31
19910823,1991 여름,8,22.09
19910824,1991 여름,8,25.33
19910825,1991 여름,8,26.39
19910826,1991 여름,8,25.61
19910827,1991 여름,8,22.68
19910828,1991 여름,8,22.94
19910829,1991 여름,8,25.13
19910830,1991 여름,8,24.63
19910831,1991 여름,8,24.41
19920601,1992 여름,6,22.4
19920602,1992 여름,6,22.95
19920603,1992 여름,6,21.43
19920604,1992 여름,6,18.9
19920605,1992 여름,6,21.29
19920606,1992 여름,6,21.01
19920607,1992 여름,6,16.09
19920608,1992 여름,6,18.11
19920609,1992 여름,6,19.64
19920610,1992 여름,6,17.34
19920611,1992 여름,6,17.57
19920612,1992 여름,6,19.03
19920613,1992 여름,6,19.59
19920614,1992 여름,6,21.24
19920615,1992 여름,6,23.12
19920616,1992 여름,6,23.5
19920617,1992 여름,6,21.43
19920618,1992 여름,6,20.8
19920619,1992 여름,6,20.22
19920620,1992 여름,6,21.21
19920621,1992 여름,6,20.81
19920622,1992 여름,6,22.13
19920623,1992 여름,6,21.8
19920624,1992 여름,6,21.18
19920625,1992 여름,6,22.09
19920626,1992 여름,6,22.76
19920627,1992 여름,6,24
19920628,1992 여름,6,23.61
19920629,1992 여름,6,23.66
19920630,1992 여름,6,22.54
19920701,1992 여름,7,23.43
19920702,1992 여름,7,22.26
19920703,1992 여름,7,21.42
19920704,1992 여름,7,23.83
19920705,1992 여름,7,25.58
19920706,1992 여름,7,27.83
19920707,1992 여름,7,26.08
19920708,1992 여름,7,26.18
19920709,1992 여름,7,25.74
19920710,1992 여름,7,22.38
19920711,1992 여름,7,21.32
19920712,1992 여름,7,23.16
19920713,1992 여름,7,24.34
19920714,1992 여름,7,23.64
19920715,1992 여름,7,23.85
19920716,1992 여름,7,24.54
19920717,1992 여름,7,21.64
19920718,1992 여름,7,24.45
19920719,1992 여름,7,29.07
19920720,1992 여름,7,26.6
19920721,1992 여름,7,29.13
19920722,1992 여름,7,24.94
19920723,1992 여름,7,26.46
19920724,1992 여름,7,29.18
19920725,1992 여름,7,26.24
19920726,1992 여름,7,28.99
19920727,1992 여름,7,25.33
19920728,1992 여름,7,30.89
19920729,1992 여름,7,31.02
19920730,1992 여름,7,25.59
19920731,1992 여름,7,25.57
19920801,1992 여름,8,30.06
19920802,1992 여름,8,26.16
19920803,1992 여름,8,26.25
19920804,1992 여름,8,24.73
19920805,1992 여름,8,25
19920806,1992 여름,8,24.35
19920807,1992 여름,8,21.36
19920808,1992 여름,8,25.01
19920809,1992 여름,8,25.48
19920810,1992 여름,8,25.39
19920811,1992 여름,8,25.64
19920812,1992 여름,8,23.7
19920813,1992 여름,8,25.33
19920814,1992 여름,8,21.39
19920815,1992 여름,8,21.01
19920816,1992 여름,8,24.05
19920817,1992 여름,8,22.05
19920818,1992 여름,8,24.69
19920819,1992 여름,8,25.56
19920820,1992 여름,8,25.76
19920821,1992 여름,8,26.03
19920822,1992 여름,8,25.92
19920823,1992 여름,8,24.8
19920824,1992 여름,8,24.76
19920825,1992 여름,8,24.75
19920826,1992 여름,8,26.11
19920827,1992 여름,8,22.13
19920828,1992 여름,8,23.45
19920829,1992 여름,8,29.94
19920830,1992 여름,8,30.95
19920831,1992 여름,8,30.08
19930601,1993 여름,6,24.91
19930602,1993 여름,6,16.24
19930603,1993 여름,6,16.12
19930604,1993 여름,6,19.1
19930605,1993 여름,6,20.52
19930606,1993 여름,6,20.79
19930607,1993 여름,6,22.83
19930608,1993 여름,6,23.2
19930609,1993 여름,6,20.73
19930610,1993 여름,6,19.97
19930611,1993 여름,6,22.1
19930612,1993 여름,6,21.96
19930613,1993 여름,6,21.46
19930614,1993 여름,6,21.36
19930615,1993 여름,6,22.82
19930616,1993 여름,6,24.61
19930617,1993 여름,6,22.89
19930618,1993 여름,6,22.55
19930619,1993 여름,6,21.92
19930620,1993 여름,6,20.62
19930621,1993 여름,6,22.56
19930622,1993 여름,6,23.03
19930623,1993 여름,6,23.44
19930624,1993 여름,6,22.74
19930625,1993 여름,6,23.29
19930626,1993 여름,6,24.44
19930627,1993 여름,6,23.34
19930628,1993 여름,6,20.47
19930629,1993 여름,6,19.16
19930630,1993 여름,6,17.96
19930701,1993 여름,7,22.39
19930702,1993 여름,7,24.56
19930703,1993 여름,7,23.54
19930704,1993 여름,7,25.6
19930705,1993 여름,7,28.01
19930706,1993 여름,7,25.01
19930707,1993 여름,7,25.45
19930708,1993 여름,7,22.14
19930709,1993 여름,7,23.94
19930710,1993 여름,7,25.32
19930711,1993 여름,7,23.08
19930712,1993 여름,7,22.83
19930713,1993 여름,7,22.79
19930714,1993 여름,7,25.21
19930715,1993 여름,7,24.5
19930716,1993 여름,7,23.85
19930717,1993 여름,7,18.96
19930718,1993 여름,7,22.24
19930719,1993 여름,7,22.68
19930720,1993 여름,7,22.35
19930721,1993 여름,7,22.48
19930722,1993 여름,7,22.59
19930723,1993 여름,7,23.46
19930724,1993 여름,7,21.88
19930725,1993 여름,7,21.48
19930726,1993 여름,7,21.93
19930727,1993 여름,7,23.75
19930728,1993 여름,7,26.04
19930729,1993 여름,7,21.9
19930730,1993 여름,7,23.76
19930731,1993 여름,7,25.11
19930801,1993 여름,8,25.1
19930802,1993 여름,8,22.63
19930803,1993 여름,8,22.65
19930804,1993 여름,8,23.51
19930805,1993 여름,8,23.35
19930806,1993 여름,8,22.74
19930807,1993 여름,8,22.81
19930808,1993 여름,8,22.94
19930809,1993 여름,8,25.52
19930810,1993 여름,8,23.45
19930811,1993 여름,8,24.98
19930812,1993 여름,8,24.87
19930813,1993 여름,8,22.52
19930814,1993 여름,8,24.43
19930815,1993 여름,8,22.67
19930816,1993 여름,8,20.93
19930817,1993 여름,8,22.94
19930818,1993 여름,8,23.1
19930819,1993 여름,8,23.7
19930820,1993 여름,8,23.05
19930821,1993 여름,8,19.76
19930822,1993 여름,8,22.9
19930823,1993 여름,8,24.15
19930824,1993 여름,8,23.67
19930825,1993 여름,8,24.68
19930826,1993 여름,8,24.1
19930827,1993 여름,8,24.12
19930828,1993 여름,8,23.07
19930829,1993 여름,8,22.08
19930830,1993 여름,8,22.9
19930831,1993 여름,8,23.45
19940601,1994 여름,6,20.79
19940602,1994 여름,6,21.3
19940603,1994 여름,6,21.26
19940604,1994 여름,6,21.67
19940605,1994 여름,6,22.78
19940606,1994 여름,6,23.06
19940607,1994 여름,6,23
19940608,1994 여름,6,21.4
19940609,1994 여름,6,21.73
19940610,1994 여름,6,21.29
19940611,1994 여름,6,22.89
19940612,1994 여름,6,23.17
19940613,1994 여름,6,25.37
19940614,1994 여름,6,25.7
19940615,1994 여름,6,25.56
19940616,1994 여름,6,26.66
19940617,1994 여름,6,29.03
19940618,1994 여름,6,23.11
19940619,1994 여름,6,20.23
19940620,1994 여름,6,20.54
19940621,1994 여름,6,21.6
19940622,1994 여름,6,22.15
19940623,1994 여름,6,19.65
19940624,1994 여름,6,22.48
19940625,1994 여름,6,22.69
19940626,1994 여름,6,23.37
19940627,1994 여름,6,24.91
19940628,1994 여름,6,24.88
19940629,1994 여름,6,23.9
19940630,1994 여름,6,22.81
19940701,1994 여름,7,22.21
19940702,1994 여름,7,25.43
19940703,1994 여름,7,25.76
19940704,1994 여름,7,26.09
19940705,1994 여름,7,23.92
19940706,1994 여름,7,25.16
19940707,1994 여름,7,24.73
19940708,1994 여름,7,30.37
19940709,1994 여름,7,33.2
19940710,1994 여름,7,25.82
19940711,1994 여름,7,30.98
19940712,1994 여름,7,33.9
19940713,1994 여름,7,36.41
19940714,1994 여름,7,32.35
19940715,1994 여름,7,33.51
19940716,1994 여름,7,34.9
19940717,1994 여름,7,34.15
19940718,1994 여름,7,36.95
19940719,1994 여름,7,35.65
19940720,1994 여름,7,35.04
19940721,1994 여름,7,38.34
19940722,1994 여름,7,43.42
19940723,1994 여름,7,42.11
19940724,1994 여름,7,39.03
19940725,1994 여름,7,36.2
19940726,1994 여름,7,36.64
19940727,1994 여름,7,36.04
19940728,1994 여름,7,36.97
19940729,1994 여름,7,38.59
19940730,1994 여름,7,36.5
19940731,1994 여름,7,35.96
19940801,1994 여름,8,26.46
19940802,1994 여름,8,34.76
19940803,1994 여름,8,35.21
19940804,1994 여름,8,35.36
19940805,1994 여름,8,37.52
19940806,1994 여름,8,37.71
19940807,1994 여름,8,35.48
19940808,1994 여름,8,35.67
19940809,1994 여름,8,35.72
19940810,1994 여름,8,26.46
19940811,1994 여름,8,32.77
19940812,1994 여름,8,37.29
19940813,1994 여름,8,37.4
19940814,1994 여름,8,36.06
19940815,1994 여름,8,36.35
19940816,1994 여름,8,34.5
19940817,1994 여름,8,26.6
19940818,1994 여름,8,26.4
19940819,1994 여름,8,29.21
19940820,1994 여름,8,27.33
19940821,1994 여름,8,26.01
19940822,1994 여름,8,25.25
19940823,1994 여름,8,26.1
19940824,1994 여름,8,26.62
19940825,1994 여름,8,24.17
19940826,1994 여름,8,29.2
19940827,1994 여름,8,26.4
19940828,1994 여름,8,22.41
19940829,1994 여름,8,24.48
19940830,1994 여름,8,25.19
19940831,1994 여름,8,26.32
19950601,1995 여름,6,20.74
19950602,1995 여름,6,17.51
19950603,1995 여름,6,16.71
19950604,1995 여름,6,17.6
19950605,1995 여름,6,18.53
19950606,1995 여름,6,21.05
19950607,1995 여름,6,22.43
19950608,1995 여름,6,23.8
19950609,1995 여름,6,23.4
19950610,1995 여름,6,23.55
19950611,1995 여름,6,23.2
19950612,1995 여름,6,21.95
19950613,1995 여름,6,23.41
19950614,1995 여름,6,22.23
19950615,1995 여름,6,22.32
19950616,1995 여름,6,22.87
19950617,1995 여름,6,24.07
19950618,1995 여름,6,18.7
19950619,1995 여름,6,20.07
19950620,1995 여름,6,23.14
19950621,1995 여름,6,24.94
19950622,1995 여름,6,21.85
19950623,1995 여름,6,22.25
19950624,1995 여름,6,23.35
19950625,1995 여름,6,23.32
19950626,1995 여름,6,21.82
19950627,1995 여름,6,22.14
19950628,1995 여름,6,23.06
19950629,1995 여름,6,24.16
19950630,1995 여름,6,22.48
19950701,1995 여름,7,22.62
19950702,1995 여름,7,21.9
19950703,1995 여름,7,22.95
19950704,1995 여름,7,22.7
19950705,1995 여름,7,22.9
19950706,1995 여름,7,23.1
19950707,1995 여름,7,25.42
19950708,1995 여름,7,22.65
19950709,1995 여름,7,23.38
19950710,1995 여름,7,23.02
19950711,1995 여름,7,24.38
19950712,1995 여름,7,25.73
19950713,1995 여름,7,24.06
19950714,1995 여름,7,24.54
19950715,1995 여름,7,25.46
19950716,1995 여름,7,24.39
19950717,1995 여름,7,24.1
19950718,1995 여름,7,23.53
19950719,1995 여름,7,19.8
19950720,1995 여름,7,20.1
19950721,1995 여름,7,23.26
19950722,1995 여름,7,25.95
19950723,1995 여름,7,33.03
19950724,1995 여름,7,26.29
19950725,1995 여름,7,26.28
19950726,1995 여름,7,30.92
19950727,1995 여름,7,30.39
19950728,1995 여름,7,30.22
19950729,1995 여름,7,26.59
19950730,1995 여름,7,30.39
19950731,1995 여름,7,31.45
19950801,1995 여름,8,32.15
19950802,1995 여름,8,30.56
19950803,1995 여름,8,30.66
19950804,1995 여름,8,31.72
19950805,1995 여름,8,30.41
19950806,1995 여름,8,32.17
19950807,1995 여름,8,30.97
19950808,1995 여름,8,24.9
19950809,1995 여름,8,25.72
19950810,1995 여름,8,29.4
19950811,1995 여름,8,29.51
19950812,1995 여름,8,30.16
19950813,1995 여름,8,33.15
19950814,1995 여름,8,37
19950815,1995 여름,8,34.86
19950816,1995 여름,8,32.17
19950817,1995 여름,8,32.88
19950818,1995 여름,8,33.22
19950819,1995 여름,8,23.78
19950820,1995 여름,8,24.88
19950821,1995 여름,8,26.07
19950822,1995 여름,8,25.79
19950823,1995 여름,8,23.94
19950824,1995 여름,8,24.03
19950825,1995 여름,8,22.59
19950826,1995 여름,8,21.83
19950827,1995 여름,8,23.97
19950828,1995 여름,8,24.9
19950829,1995 여름,8,24.36
19950830,1995 여름,8,22.98
19950831,1995 여름,8,25.28
19960601,1996 여름,6,25.56
19960602,1996 여름,6,23.66
19960603,1996 여름,6,21.01
19960604,1996 여름,6,22.08
19960605,1996 여름,6,23.15
19960606,1996 여름,6,23.28
19960607,1996 여름,6,22.66
19960608,1996 여름,6,25.06
19960609,1996 여름,6,24.51
19960610,1996 여름,6,20.26
19960611,1996 여름,6,21.44
19960612,1996 여름,6,23.56
19960613,1996 여름,6,24.49
19960614,1996 여름,6,22.55
19960615,1996 여름,6,24.12
19960616,1996 여름,6,24.15
19960617,1996 여름,6,21.13
19960618,1996 여름,6,19.84
19960619,1996 여름,6,22.33
19960620,1996 여름,6,20.93
19960621,1996 여름,6,22.36
19960622,1996 여름,6,23.2
19960623,1996 여름,6,23.38
19960624,1996 여름,6,20.89
19960625,1996 여름,6,21.9
19960626,1996 여름,6,23.1
19960627,1996 여름,6,20.25
19960628,1996 여름,6,20.55
19960629,1996 여름,6,21.37
19960630,1996 여름,6,20.58
19960701,1996 여름,7,22.41
19960702,1996 여름,7,22.16
19960703,1996 여름,7,24.2
19960704,1996 여름,7,22.37
19960705,1996 여름,7,23.96
19960706,1996 여름,7,22.17
19960707,1996 여름,7,23.23
19960708,1996 여름,7,22.73
19960709,1996 여름,7,23.08
19960710,1996 여름,7,23.6
19960711,1996 여름,7,24.4
19960712,1996 여름,7,24.75
19960713,1996 여름,7,23.56
19960714,1996 여름,7,23.23
19960715,1996 여름,7,22.56
19960716,1996 여름,7,21.51
19960717,1996 여름,7,22.91
19960718,1996 여름,7,30.36
19960719,1996 여름,7,29.51
19960720,1996 여름,7,24.59
19960721,1996 여름,7,25.09
19960722,1996 여름,7,23.81
19960723,1996 여름,7,26.11
19960724,1996 여름,7,26.66
19960725,1996 여름,7,30.21
19960726,1996 여름,7,23.63
19960727,1996 여름,7,23.71
19960728,1996 여름,7,25.03
19960729,1996 여름,7,31.4
19960730,1996 여름,7,30.7
19960731,1996 여름,7,31.88
19960801,1996 여름,8,33.51
19960802,1996 여름,8,34.82
19960803,1996 여름,8,34.46
19960804,1996 여름,8,31.28
19960805,1996 여름,8,31.17
19960806,1996 여름,8,32.34
19960807,1996 여름,8,31.21
19960808,1996 여름,8,30.07
19960809,1996 여름,8,32.09
19960810,1996 여름,8,30.36
19960811,1996 여름,8,32.61
19960812,1996 여름,8,31.96
19960813,1996 여름,8,31.26
19960814,1996 여름,8,33.26
19960815,1996 여름,8,26.44
19960816,1996 여름,8,26.16
19960817,1996 여름,8,29.02
19960818,1996 여름,8,29.78
19960819,1996 여름,8,30.09
19960820,1996 여름,8,30.56
19960821,1996 여름,8,31.75
19960822,1996 여름,8,28.7
19960823,1996 여름,8,23.3
19960824,1996 여름,8,23.77
19960825,1996 여름,8,20.38
19960826,1996 여름,8,19.05
19960827,1996 여름,8,19.37
19960828,1996 여름,8,20.28
19960829,1996 여름,8,22.63
19960830,1996 여름,8,21.5
19960831,1996 여름,8,23.31
19970601,1997 여름,6,19.71
19970602,1997 여름,6,16.81
19970603,1997 여름,6,18.57
19970604,1997 여름,6,20.49
19970605,1997 여름,6,17.68
19970606,1997 여름,6,21.15
19970607,1997 여름,6,23.35
19970608,1997 여름,6,22.73
19970609,1997 여름,6,22.92
19970610,1997 여름,6,22.4
19970611,1997 여름,6,22.75
19970612,1997 여름,6,22.84
19970613,1997 여름,6,24.77
19970614,1997 여름,6,26.12
19970615,1997 여름,6,28.08
19970616,1997 여름,6,27.71
19970617,1997 여름,6,27.52
19970618,1997 여름,6,29.87
19970619,1997 여름,6,27.89
19970620,1997 여름,6,23.94
19970621,1997 여름,6,24.31
19970622,1997 여름,6,23.87
19970623,1997 여름,6,25.23
19970624,1997 여름,6,25.7
19970625,1997 여름,6,21.81
19970626,1997 여름,6,22.83
19970627,1997 여름,6,22.05
19970628,1997 여름,6,25.94
19970629,1997 여름,6,26.38
19970630,1997 여름,6,25.99
19970701,1997 여름,7,22.02
19970702,1997 여름,7,24.7
19970703,1997 여름,7,24.82
19970704,1997 여름,7,23.6
19970705,1997 여름,7,21.26
19970706,1997 여름,7,19.87
19970707,1997 여름,7,22.79
19970708,1997 여름,7,24.08
19970709,1997 여름,7,24.7
19970710,1997 여름,7,28.9
19970711,1997 여름,7,28.97
19970712,1997 여름,7,23.06
19970713,1997 여름,7,25.21
19970714,1997 여름,7,25.78
19970715,1997 여름,7,23.11
19970716,1997 여름,7,25.32
19970717,1997 여름,7,26.23
19970718,1997 여름,7,26.31
19970719,1997 여름,7,30.52
19970720,1997 여름,7,32.27
19970721,1997 여름,7,32.8
19970722,1997 여름,7,33.84
19970723,1997 여름,7,37.15
19970724,1997 여름,7,37.79
19970725,1997 여름,7,35.86
19970726,1997 여름,7,33.84
19970727,1997 여름,7,31.84
19970728,1997 여름,7,33.95
19970729,1997 여름,7,35.22
19970730,1997 여름,7,33.43
19970731,1997 여름,7,33.63
19970801,1997 여름,8,33.63
19970802,1997 여름,8,32.34
19970803,1997 여름,8,25.13
19970804,1997 여름,8,21.97
19970805,1997 여름,8,25.22
19970806,1997 여름,8,30.36
19970807,1997 여름,8,30.18
19970808,1997 여름,8,34.29
19970809,1997 여름,8,31.65
19970810,1997 여름,8,28.3
19970811,1997 여름,8,29.66
19970812,1997 여름,8,28.79
19970813,1997 여름,8,28.61
19970814,1997 여름,8,29.9
19970815,1997 여름,8,28.68
19970816,1997 여름,8,27.8
19970817,1997 여름,8,28.61
19970818,1997 여름,8,31.86
19970819,1997 여름,8,26.45
19970820,1997 여름,8,31.98
19970821,1997 여름,8,25.66
19970822,1997 여름,8,24.7
19970823,1997 여름,8,25.74
19970824,1997 여름,8,28.81
19970825,1997 여름,8,28.63
19970826,1997 여름,8,26.13
19970827,1997 여름,8,28.41
19970828,1997 여름,8,25.91
19970829,1997 여름,8,26.46
19970830,1997 여름,8,29.43
19970831,1997 여름,8,31.25
19980601,1998 여름,6,19.27
19980602,1998 여름,6,16.44
19980603,1998 여름,6,15.27
19980604,1998 여름,6,15.38
19980605,1998 여름,6,15.56
19980606,1998 여름,6,18.45
19980607,1998 여름,6,19.64
19980608,1998 여름,6,19.54
19980609,1998 여름,6,22.94
19980610,1998 여름,6,24.31
19980611,1998 여름,6,24.26
19980612,1998 여름,6,25
19980613,1998 여름,6,19.58
19980614,1998 여름,6,20.58
19980615,1998 여름,6,21.97
19980616,1998 여름,6,22.58
19980617,1998 여름,6,25.02
19980618,1998 여름,6,24.17
19980619,1998 여름,6,21.75
19980620,1998 여름,6,24.29
19980621,1998 여름,6,25.87
19980622,1998 여름,6,25.33
19980623,1998 여름,6,25.22
19980624,1998 여름,6,25.59
19980625,1998 여름,6,21.97
19980626,1998 여름,6,21.21
19980627,1998 여름,6,23.25
19980628,1998 여름,6,24.46
19980629,1998 여름,6,26.21
19980630,1998 여름,6,24.92
19980701,1998 여름,7,22.28
19980702,1998 여름,7,21.92
19980703,1998 여름,7,23.39
19980704,1998 여름,7,25.1
19980705,1998 여름,7,25.65
19980706,1998 여름,7,26.59
19980707,1998 여름,7,29.3
19980708,1998 여름,7,24.04
19980709,1998 여름,7,23.88
19980710,1998 여름,7,24.08
19980711,1998 여름,7,25.08
19980712,1998 여름,7,26.5
19980713,1998 여름,7,25.74
19980714,1998 여름,7,25.2
19980715,1998 여름,7,24.23
19980716,1998 여름,7,23.43
19980717,1998 여름,7,25.33
19980718,1998 여름,7,25.45
19980719,1998 여름,7,21.5
19980720,1998 여름,7,24.58
19980721,1998 여름,7,24.7
19980722,1998 여름,7,25.23
19980723,1998 여름,7,26.17
19980724,1998 여름,7,25.62
19980725,1998 여름,7,25.21
19980726,1998 여름,7,23.62
19980727,1998 여름,7,25.5
19980728,1998 여름,7,28.14
19980729,1998 여름,7,29.26
19980730,1998 여름,7,30.74
19980731,1998 여름,7,25.1
19980801,1998 여름,8,24.59
19980802,1998 여름,8,28.76
19980803,1998 여름,8,26.49
19980804,1998 여름,8,25.13
19980805,1998 여름,8,26.6
19980806,1998 여름,8,25.37
19980807,1998 여름,8,26.42
19980808,1998 여름,8,24.15
19980809,1998 여름,8,25.8
19980810,1998 여름,8,24.13
19980811,1998 여름,8,26.32
19980812,1998 여름,8,25.28
19980813,1998 여름,8,26.38
19980814,1998 여름,8,26.17
19980815,1998 여름,8,24.28
19980816,1998 여름,8,25.64
19980817,1998 여름,8,25.28
19980818,1998 여름,8,25.36
19980819,1998 여름,8,25.45
19980820,1998 여름,8,25.86
19980821,1998 여름,8,25.02
19980822,1998 여름,8,25.54
19980823,1998 여름,8,24.48
19980824,1998 여름,8,23.25
19980825,1998 여름,8,24.02
19980826,1998 여름,8,24.3
19980827,1998 여름,8,22.31
19980828,1998 여름,8,22.79
19980829,1998 여름,8,24.22
19980830,1998 여름,8,23.86
19980831,1998 여름,8,23.65
19990601,1999 여름,6,20.04
19990602,1999 여름,6,18.85
19990603,1999 여름,6,21.44
19990604,1999 여름,6,23.42
19990605,1999 여름,6,25.57
19990606,1999 여름,6,22.29
19990607,1999 여름,6,22.79
19990608,1999 여름,6,23.44
19990609,1999 여름,6,23.69
19990610,1999 여름,6,23.73
19990611,1999 여름,6,22.62
19990612,1999 여름,6,22.95
19990613,1999 여름,6,23.72
19990614,1999 여름,6,24.86
19990615,1999 여름,6,24.08
19990616,1999 여름,6,19.11
19990617,1999 여름,6,20.43
19990618,1999 여름,6,22
19990619,1999 여름,6,21.55
19990620,1999 여름,6,21.7
19990621,1999 여름,6,23.93
19990622,1999 여름,6,24.4
19990623,1999 여름,6,20.49
19990624,1999 여름,6,21.1
19990625,1999 여름,6,23
19990626,1999 여름,6,24.99
19990627,1999 여름,6,25.18
19990628,1999 여름,6,27.9
19990629,1999 여름,6,29.37
19990630,1999 여름,6,26.08
19990701,1999 여름,7,25.81
19990702,1999 여름,7,25.53
19990703,1999 여름,7,25.6
19990704,1999 여름,7,26.04
19990705,1999 여름,7,25.95
19990706,1999 여름,7,26.24
19990707,1999 여름,7,26.41
19990708,1999 여름,7,26.2
19990709,1999 여름,7,23.98
19990710,1999 여름,7,21.22
19990711,1999 여름,7,24.49
19990712,1999 여름,7,23.75
19990713,1999 여름,7,25.97
19990714,1999 여름,7,28.28
19990715,1999 여름,7,23.63
19990716,1999 여름,7,23.92
19990717,1999 여름,7,24.82
19990718,1999 여름,7,25.32
19990719,1999 여름,7,28.81
19990720,1999 여름,7,32.51
19990721,1999 여름,7,32.7
19990722,1999 여름,7,25.78
19990723,1999 여름,7,26.04
19990724,1999 여름,7,26.15
19990725,1999 여름,7,26.63
19990726,1999 여름,7,33.5
19990727,1999 여름,7,31.59
19990728,1999 여름,7,25.12
19990729,1999 여름,7,24.74
19990730,1999 여름,7,29.41
19990731,1999 여름,7,25.5
19990801,1999 여름,8,23.58
19990802,1999 여름,8,21.08
19990803,1999 여름,8,20.99
19990804,1999 여름,8,23.6
19990805,1999 여름,8,26.08
19990806,1999 여름,8,30.09
19990807,1999 여름,8,32.06
19990808,1999 여름,8,33.66
19990809,1999 여름,8,32.85
19990810,1999 여름,8,35.06
19990811,1999 여름,8,33.18
19990812,1999 여름,8,32.53
19990813,1999 여름,8,30.88
19990814,1999 여름,8,31.82
19990815,1999 여름,8,30.98
19990816,1999 여름,8,31.58
19990817,1999 여름,8,33.42
19990818,1999 여름,8,29.57
19990819,1999 여름,8,25.08
19990820,1999 여름,8,25.24
19990821,1999 여름,8,24.42
19990822,1999 여름,8,23.58
19990823,1999 여름,8,25.31
19990824,1999 여름,8,24.83
19990825,1999 여름,8,24.43
19990826,1999 여름,8,25
19990827,1999 여름,8,22.38
19990828,1999 여름,8,23.83
19990829,1999 여름,8,24.32
19990830,1999 여름,8,24.03
19990831,1999 여름,8,23.36
20000601,2000 여름,6,20.14
20000602,2000 여름,6,21.51
20000603,2000 여름,6,24.51
20000604,2000 여름,6,25.84
20000605,2000 여름,6,24.73
20000606,2000 여름,6,22.08
20000607,2000 여름,6,22.06
20000608,2000 여름,6,20.51
20000609,2000 여름,6,19.93
20000610,2000 여름,6,20.13
20000611,2000 여름,6,21.31
20000612,2000 여름,6,22.61
20000613,2000 여름,6,22.61
20000614,2000 여름,6,24.1
20000615,2000 여름,6,24.49
20000616,2000 여름,6,24.78
20000617,2000 여름,6,25.62
20000618,2000 여름,6,25.91
20000619,2000 여름,6,25.78
20000620,2000 여름,6,25.68
20000621,2000 여름,6,25.86
20000622,2000 여름,6,23.28
20000623,2000 여름,6,22.68
20000624,2000 여름,6,24.15
20000625,2000 여름,6,24.75
20000626,2000 여름,6,24.07
20000627,2000 여름,6,23.91
20000628,2000 여름,6,25.83
20000629,2000 여름,6,23.22
20000630,2000 여름,6,22.78
20000701,2000 여름,7,25.08
