date,Year,Month,heatindex
20000702,2000 여름,7,29.09
20000703,2000 여름,7,30.13
20000704,2000 여름,7,30.31
20000705,2000 여름,7,30.35
20000706,2000 여름,7,31.43
20000707,2000 여름,7,29.45
20000708,2000 여름,7,27.32
20000709,2000 여름,7,26.54
20000710,2000 여름,7,29.79
20000711,2000 여름,7,23.9
20000712,2000 여름,7,24.8
20000713,2000 여름,7,25.49
20000714,2000 여름,7,26.35
20000715,2000 여름,7,26.44
20000716,2000 여름,7,25.46
20000717,2000 여름,7,29.1
20000718,2000 여름,7,30.26
20000719,2000 여름,7,26.65
20000720,2000 여름,7,31.12
20000721,2000 여름,7,30.41
20000722,2000 여름,7,24.83
20000723,2000 여름,7,25.43
20000724,2000 여름,7,26.23
20000725,2000 여름,7,25.54
20000726,2000 여름,7,26.64
20000727,2000 여름,7,29.9
20000728,2000 여름,7,29.92
20000729,2000 여름,7,30.25
20000730,2000 여름,7,23.97
20000731,2000 여름,7,25.06
20000801,2000 여름,8,26.05
20000802,2000 여름,8,30.1
20000803,2000 여름,8,29.4
20000804,2000 여름,8,24.63
20000805,2000 여름,8,24.94
20000806,2000 여름,8,24.2
20000807,2000 여름,8,24.32
20000808,2000 여름,8,26.31
20000809,2000 여름,8,26.45
20000810,2000 여름,8,29.82
20000811,2000 여름,8,30.38
20000812,2000 여름,8,31.3
20000813,2000 여름,8,31.1
20000814,2000 여름,8,30.54
20000815,2000 여름,8,30.77
20000816,2000 여름,8,30.89
20000817,2000 여름,8,31.22
20000818,2000 여름,8,30.96
20000819,2000 여름,8,24.58
20000820,2000 여름,8,22.16
20000821,2000 여름,8,22.58
20000822,2000 여름,8,24.73
20000823,2000 여름,8,25.4
20000824,2000 여름,8,23.17
20000825,2000 여름,8,21.78
20000826,2000 여름,8,21.91
20000827,2000 여름,8,24.61
20000828,2000 여름,8,25.28
20000829,2000 여름,8,30.16
20000830,2000 여름,8,31.43
20000831,2000 여름,8,25.44
20010601,2001 여름,6,18.74
20010602,2001 여름,6,21.78
20010603,2001 여름,6,23.58
20010604,2001 여름,6,22.64
20010605,2001 여름,6,20.82
20010606,2001 여름,6,22.77
20010607,2001 여름,6,25.02
20010608,2001 여름,6,24.91
20010609,2001 여름,6,24.49
20010610,2001 여름,6,25.76
20010611,2001 여름,6,24.2
20010612,2001 여름,6,22.32
20010613,2001 여름,6,21.25
20010614,2001 여름,6,22.43
20010615,2001 여름,6,22.24
20010616,2001 여름,6,21.87
20010617,2001 여름,6,23.68
20010618,2001 여름,6,20.27
20010619,2001 여름,6,21.58
20010620,2001 여름,6,22.94
20010621,2001 여름,6,22.31
20010622,2001 여름,6,21.89
20010623,2001 여름,6,21.58
20010624,2001 여름,6,20.49
20010625,2001 여름,6,22.48
20010626,2001 여름,6,22.31
20010627,2001 여름,6,21.52
20010628,2001 여름,6,23.59
20010629,2001 여름,6,22.84
20010630,2001 여름,6,21.34
20010701,2001 여름,7,24.85
20010702,2001 여름,7,30.14
20010703,2001 여름,7,25.13
20010704,2001 여름,7,26.16
20010705,2001 여름,7,23.7
20010706,2001 여름,7,25.89
20010707,2001 여름,7,25.97
20010708,2001 여름,7,25.16
20010709,2001 여름,7,24.96
20010710,2001 여름,7,21.95
20010711,2001 여름,7,24.57
20010712,2001 여름,7,26.61
20010713,2001 여름,7,26.53
20010714,2001 여름,7,24.73
20010715,2001 여름,7,23.28
20010716,2001 여름,7,25.28
20010717,2001 여름,7,26.48
20010718,2001 여름,7,26.4
20010719,2001 여름,7,26.33
20010720,2001 여름,7,26.29
20010721,2001 여름,7,25.96
20010722,2001 여름,7,26.3
20010723,2001 여름,7,25.92
20010724,2001 여름,7,26.06
20010725,2001 여름,7,30.56
20010726,2001 여름,7,31.99
20010727,2001 여름,7,30.48
20010728,2001 여름,7,30.96
20010729,2001 여름,7,25.16
20010730,2001 여름,7,25.31
20010731,2001 여름,7,25.79
20010801,2001 여름,8,29.61
20010802,2001 여름,8,32.54
20010803,2001 여름,8,32.63
20010804,2001 여름,8,33.65
20010805,2001 여름,8,29.26
20010806,2001 여름,8,30.94
20010807,2001 여름,8,29.93
20010808,2001 여름,8,26.45
20010809,2001 여름,8,25.39
20010810,2001 여름,8,26.41
20010811,2001 여름,8,25.68
20010812,2001 여름,8,23.87
20010813,2001 여름,8,21.52
20010814,2001 여름,8,24.65
20010815,2001 여름,8,25.16
20010816,2001 여름,8,31.41
20010817,2001 여름,8,33.3
20010818,2001 여름,8,31.03
20010819,2001 여름,8,29.53
20010820,2001 여름,8,29.36
20010821,2001 여름,8,29.7
20010822,2001 여름,8,28.64
20010823,2001 여름,8,26.55
20010824,2001 여름,8,26.5
20010825,2001 여름,8,25.4
20010826,2001 여름,8,25.58
20010827,2001 여름,8,25.69
20010828,2001 여름,8,25.1
20010829,2001 여름,8,23.48
20010830,2001 여름,8,24.06
20010831,2001 여름,8,24.95
20020601,2002 여름,6,20.2
20020602,2002 여름,6,22.5
20020603,2002 여름,6,23.42
20020604,2002 여름,6,22.45
20020605,2002 여름,6,24.93
20020606,2002 여름,6,25.97
20020607,2002 여름,6,25.55
20020608,2002 여름,6,22.1
20020609,2002 여름,6,22.7
20020610,2002 여름,6,22.51
20020611,2002 여름,6,21.82
20020612,2002 여름,6,18.6
20020613,2002 여름,6,19.88
20020614,2002 여름,6,20.33
20020615,2002 여름,6,20.63
20020616,2002 여름,6,22.24
20020617,2002 여름,6,23.08
20020618,2002 여름,6,23.68
20020619,2002 여름,6,22.27
20020620,2002 여름,6,22.2
20020621,2002 여름,6,23.53
20020622,2002 여름,6,23.78
20020623,2002 여름,6,18.43
20020624,2002 여름,6,16.38
20020625,2002 여름,6,19.82
20020626,2002 여름,6,20.78
20020627,2002 여름,6,21.73
20020628,2002 여름,6,23.34
20020629,2002 여름,6,25.65
20020630,2002 여름,6,26.24
20020701,2002 여름,7,25.02
20020702,2002 여름,7,24.29
20020703,2002 여름,7,25.88
20020704,2002 여름,7,29.03
20020705,2002 여름,7,23.81
20020706,2002 여름,7,21.33
20020707,2002 여름,7,22.58
20020708,2002 여름,7,24.11
20020709,2002 여름,7,25.17
20020710,2002 여름,7,26.18
20020711,2002 여름,7,25.34
20020712,2002 여름,7,25.34
20020713,2002 여름,7,25.17
20020714,2002 여름,7,23.47
20020715,2002 여름,7,25.65
20020716,2002 여름,7,24.7
20020717,2002 여름,7,24.4
20020718,2002 여름,7,24.68
20020719,2002 여름,7,21.15
20020720,2002 여름,7,23.25
20020721,2002 여름,7,25.6
20020722,2002 여름,7,24.6
20020723,2002 여름,7,22.34
20020724,2002 여름,7,25.16
20020725,2002 여름,7,30.32
20020726,2002 여름,7,29.83
20020727,2002 여름,7,31.4
20020728,2002 여름,7,32.81
20020729,2002 여름,7,30.81
20020730,2002 여름,7,26.64
20020731,2002 여름,7,26.02
20020801,2002 여름,8,25.95
20020802,2002 여름,8,25.99
20020803,2002 여름,8,25.77
20020804,2002 여름,8,25.59
20020805,2002 여름,8,29.34
20020806,2002 여름,8,22.82
20020807,2002 여름,8,21.06
20020808,2002 여름,8,24.93
20020809,2002 여름,8,25.45
20020810,2002 여름,8,21.83
20020811,2002 여름,8,20.26
20020812,2002 여름,8,20.62
20020813,2002 여름,8,22.94
20020814,2002 여름,8,23.1
20020815,2002 여름,8,24
20020816,2002 여름,8,23.91
20020817,2002 여름,8,22.95
20020818,2002 여름,8,24.53
20020819,2002 여름,8,22.6
20020820,2002 여름,8,24.39
20020821,2002 여름,8,24.44
20020822,2002 여름,8,22.86
20020823,2002 여름,8,24.56
20020824,2002 여름,8,25.62
20020825,2002 여름,8,25.23
20020826,2002 여름,8,26.47
20020827,2002 여름,8,24.39
20020828,2002 여름,8,25.47
20020829,2002 여름,8,30.4
20020830,2002 여름,8,25.95
20020831,2002 여름,8,22.61
20030601,2003 여름,6,23.63
20030602,2003 여름,6,22.61
20030603,2003 여름,6,22.08
20030604,2003 여름,6,21.71
20030605,2003 여름,6,22.4
20030606,2003 여름,6,18.9
20030607,2003 여름,6,20.5
20030608,2003 여름,6,23.97
20030609,2003 여름,6,25.77
20030610,2003 여름,6,23.05
20030611,2003 여름,6,21.18
20030612,2003 여름,6,19.25
20030613,2003 여름,6,20.14
20030614,2003 여름,6,20.3
20030615,2003 여름,6,18.1
20030616,2003 여름,6,20.3
20030617,2003 여름,6,22.2
20030618,2003 여름,6,22.42
20030619,2003 여름,6,23.18
20030620,2003 여름,6,22.01
20030621,2003 여름,6,23.39
20030622,2003 여름,6,24.48
20030623,2003 여름,6,21.69
20030624,2003 여름,6,16.87
20030625,2003 여름,6,18.9
20030626,2003 여름,6,22.21
20030627,2003 여름,6,20.18
20030628,2003 여름,6,22.66
20030629,2003 여름,6,19.8
20030630,2003 여름,6,22.76
20030701,2003 여름,7,22.98
20030702,2003 여름,7,24.61
